 12/09-11:42:37.037   	Copelabs1	-1.0
 12/09-11:43:38.038   	Copelabs3	-1.0
 12/09-11:44:38.038   	Copelabs3	-1.0
 12/09-11:45:38.038   	Copelabs3	6.148198858228328
 12/09-11:46:38.038   	Copelabs3	7.42680554886492
 12/09-11:47:39.039   	Copelabs3	6.252653815625251
 12/09-11:48:39.039   	Copelabs3	6.252653815625251
 12/09-11:49:40.040   	Copelabs3	5.74638974846913
 12/09-11:50:40.040   	Copelabs3	10.451950198885605
 12/09-11:51:40.040   	Copelabs3	10.451950198885605
 12/09-11:52:40.040   	Copelabs3	16.916804185690506
 12/09-11:53:40.040   	Copelabs3	16.916804185690506
 12/09-11:54:41.041   	Copelabs3	16.916804185690506
 12/09-11:55:41.041   	Copelabs3	16.916804185690506
 12/09-11:56:41.041   	Copelabs3	16.916804185690506
 12/09-11:57:42.042   	Copelabs3	16.916804185690506
 12/09-11:58:42.042   	Copelabs3	16.916804185690506
 14/09-16:24:39.039   	Copelabs3	30.298470123071844
 14/09-16:25:40.040   	Copelabs3	30.298470123071844
 14/09-16:26:41.041   	Copelabs3	30.298470123071844
 14/09-16:27:42.042   	Copelabs3	30.298470123071844
 14/09-16:28:42.042   	Copelabs3	30.298470123071844
 14/09-16:29:44.044   	Copelabs3	30.298470123071844
 14/09-16:30:44.044   	Copelabs3	30.298470123071844
 14/09-16:31:45.045   	Copelabs3	30.298470123071844
 12/09-11:43:38.038   	Copelabs5	-1.0
 12/09-11:44:38.038   	Copelabs5	2.158750501132221
 12/09-11:45:38.038   	Copelabs5	2.158750501132221
 12/09-11:46:38.038   	Copelabs5	2.158750501132221
 12/09-11:47:39.039   	Copelabs5	2.7525040118091937
 12/09-11:48:39.039   	Copelabs5	2.7525040118091937
 12/09-11:49:40.040   	Copelabs5	3.448072893391816
 12/09-11:50:40.040   	Copelabs5	15.19327898403934
 12/09-11:51:40.040   	Copelabs5	15.19327898403934
 12/09-11:52:40.040   	Copelabs5	15.19327898403934
 12/09-11:53:40.040   	Copelabs5	15.19327898403934
 12/09-11:54:41.041   	Copelabs5	15.19327898403934
 12/09-11:55:41.041   	Copelabs5	15.19327898403934
 12/09-13:39:07.007   	Copelabs5	100.0
 12/09-13:40:07.007   	Copelabs5	100.0
 12/09-13:41:08.008   	Copelabs5	100.0
 12/09-13:42:08.008   	Copelabs5	100.0
 12/09-13:43:08.008   	Copelabs5	100.0
 12/09-13:44:08.008   	Copelabs5	100.0
 12/09-13:45:08.008   	Copelabs5	100.0
 12/09-13:46:09.009   	Copelabs5	100.0
 12/09-13:47:09.009   	Copelabs5	61.45725371112986
 12/09-13:48:10.010   	Copelabs5	39.08924829289848
 12/09-13:49:10.010   	Copelabs5	25.25011946204539
 12/09-13:50:10.010   	Copelabs5	25.25011946204539
 12/09-13:51:10.010   	Copelabs5	25.25011946204539
 12/09-13:52:11.011   	Copelabs5	25.25011946204539
 12/09-13:53:11.011   	Copelabs5	16.607325388357093
 12/09-13:54:11.011   	Copelabs5	11.276838757814682
 12/09-13:55:11.011   	Copelabs5	11.276838757814682
 12/09-13:56:12.012   	Copelabs5	11.276838757814682
 12/09-13:57:12.012   	Copelabs5	11.276838757814682
 12/09-13:58:12.012   	Copelabs5	11.276838757814682
