 12/09-13:43:42.042   	Copelabs4	7a:4b:87:e3:44:04	-1.0
 12/09-13:44:42.042   	Copelabs4	7a:4b:87:e3:44:04	3.281108812001063
 12/09-13:45:42.042   	Copelabs4	7a:4b:87:e3:44:04	3.4259189983304985
 12/09-13:46:42.042   	Copelabs4	7a:4b:87:e3:44:04	3.014327032306177
 12/09-13:47:42.042   	Copelabs4	7a:4b:87:e3:44:04	3.1210397441841318
 12/09-13:48:42.042   	Copelabs4	7a:4b:87:e3:44:04	3.1210397441841318
 12/09-13:49:42.042   	Copelabs4	7a:4b:87:e3:44:04	3.1210397441841318
 12/09-13:50:44.044   	Copelabs4	7a:4b:87:e3:44:04	3.1210397441841318
 12/09-13:51:44.044   	Copelabs4	7a:4b:87:e3:44:04	3.1210397441841318
 12/09-13:52:44.044   	Copelabs4	7a:4b:87:e3:44:04	2.937187253146393
 12/09-13:53:44.044   	Copelabs4	7a:4b:87:e3:44:04	2.937187253146393
 12/09-13:54:44.044   	Copelabs4	7a:4b:87:e3:44:04	2.82687575852375
 12/09-13:55:44.044   	Copelabs4	7a:4b:87:e3:44:04	2.82687575852375
 12/09-13:56:44.044   	Copelabs4	7a:4b:87:e3:44:04	2.82687575852375
 12/09-13:57:44.044   	Copelabs4	7a:4b:87:e3:44:04	3.153379166244111
 12/09-13:58:46.046   	Copelabs4	7a:4b:87:e3:44:04	3.886824958840446
 12/09-13:59:46.046   	Copelabs4	7a:4b:87:e3:44:04	4.546991041524836
 12/09-14:00:46.046   	Copelabs4	7a:4b:87:e3:44:04	4.346236345166958
 12/09-14:01:46.046   	Copelabs4	7a:4b:87:e3:44:04	4.346236345166958
 12/09-14:02:46.046   	Copelabs4	7a:4b:87:e3:44:04	4.346236345166958
 12/09-14:03:46.046   	Copelabs4	7a:4b:87:e3:44:04	4.346236345166958
 12/09-14:04:46.046   	Copelabs4	7a:4b:87:e3:44:04	4.346236345166958
 12/09-14:05:46.046   	Copelabs4	7a:4b:87:e3:44:04	4.346236345166958
 12/09-14:08:48.048   	Copelabs4	7a:4b:87:e3:44:04	-1.0
 12/09-14:09:48.048   	Copelabs4	7a:4b:87:e3:44:04	2.396939083269694
 12/09-14:10:48.048   	Copelabs4	7a:4b:87:e3:44:04	3.0562051702138726
